frame_index,component_index,stable_key_x,stable_key_y,column_x,column_y
3,0,16437,16395,16474,16379
3,0,16437,16395,16474,16381
3,0,16437,16395,16474,16382
3,0,16437,16395,16474,16383
3,0,16437,16395,16474,16384
3,0,16437,16395,16474,16385
3,0,16437,16395,16474,16386
3,0,16437,16395,16474,16387
3,0,16437,16395,16474,16388
3,0,16437,16395,16474,16389
3,0,16437,16395,16474,16390
3,0,16437,16395,16474,16391
3,0,16437,16395,16474,16392
3,0,16437,16395,16474,16393
3,0,16437,16395,16474,16394
3,0,16437,16395,16474,16395
3,0,16437,16395,16474,16396
3,0,16437,16395,16474,16398
3,0,16437,16395,16474,16399
3,0,16437,16395,16474,16400
3,0,16437,16395,16474,16401
3,0,16437,16395,16474,16402
3,0,16437,16395,16474,16404
3,0,16437,16395,16475,16369
3,0,16437,16395,16475,16371
3,0,16437,16395,16475,16372
3,0,16437,16395,16475,16373
3,0,16437,16395,16475,16374
3,0,16437,16395,16475,16375
3,0,16437,16395,16475,16376
3,0,16437,16395,16475,16377
3,0,16437,16395,16475,16378
3,0,16437,16395,16475,16379
3,0,16437,16395,16475,16380
3,0,16437,16395,16475,16381
3,0,16437,16395,16475,16382
3,0,16437,16395,16475,16383
3,0,16437,16395,16475,16384
3,0,16437,16395,16475,16385
3,0,16437,16395,16475,16386
3,0,16437,16395,16475,16387
3,0,16437,16395,16475,16388
3,0,16437,16395,16475,16389
3,0,16437,16395,16475,16390
3,0,16437,16395,16475,16391
3,0,16437,16395,16475,16392
3,0,16437,16395,16475,16393
3,0,16437,16395,16475,16395
3,0,16437,16395,16475,16396
3,0,16437,16395,16475,16397
3,0,16437,16395,16475,16398
3,0,16437,16395,16475,16399
3,0,16437,16395,16475,16400
3,0,16437,16395,16475,16401
3,0,16437,16395,16475,16402
3,0,16437,16395,16475,16405
3,0,16437,16395,16476,16369
